key,Single thread time,Parallel row time,Speedup,Tiled rows time (size=32),Speedup (tiled)
"matrices/4,4-identity_4,4,3,3-2s-r{main[1]out[1]second[3]}_4,4,3,3-2s-xf{main[1]out[1]second[3]}_4,4,3,3-2s-r{main[0]out[0]second[2]}_4,4,3,3-2s-xf{main[0]out[0]second[2]}-4,4,3,3",3.447350541,5.811262936,0.5932188198961231,2.809540765,1.2270156688756926
"matrices/4,4-identity_4,4,3,3-2s-r{main[1]out[1]second[3]}_4,4,3,3-2s-xf{main[1]out[1]second[3]}_4,4,3,3-2s-r{main[0]out[0]second[2]}_4,4,3,3-2s-xf{main[0]out[0]second[2]}_4,4,3,3-2s-g{axis[3]dims[1|3]}-4,4,3,2",1.457504124,2.6439479329999998,0.5512605243879438,1.171726332,1.2438946571356904
"matrices/8-reshape_2,4-transpose-4,2",6.6381e-05,0.000481484,0.13786750961610356,8.7554e-05,0.758172099504306
"matrices/8-reshape_2,4-transpose_4,2-cond_keep_no_consts{restrict[1|1]}-4,2,4",0.000769635,0.000910638,0.8451602063608151,0.000687384,1.119658007751126
"matrices/8-reshape_2,4-transpose_4,2-cond_keep_no_consts{restrict[1|1]}_4,2,4-broadcast{group[1]}-4,4",0.001910314,0.002415868,0.7907360832628273,0.002109987,0.9053676634026656
"matrices/8-reshape_2,4-transpose_4,2-cond_keep_no_consts{restrict[1|1]}_4,2,4-broadcast{group[1]}_4,4-rots_no_group{main[0]out[1]second[1]}-4,4",0.001348329,0.001857126,0.7260298978098417,0.001340427,1.005895136400565
"matrices/8-reshape_2,4-transpose_4,2-cond_keep{restrict[1|1]}-4,2,4",0.000633514,0.001005309,0.6301684357744732,0.000698961,0.9063653050742458
"matrices/8-reshape_2,4-transpose_4,2-cond_keep{restrict[1|1]}_4,2,4-broadcast{group[1]}-4,4",0.001876127,0.002451516,0.7652925781434835,0.002143711,0.8751772043899574
"matrices/8-reshape_2,4-transpose_4,2-cond_keep{restrict[1|1]}_4,2,4-broadcast{group[1]}_4,4-rots_no_group{main[0]out[1]second[1]}-4,4",0.001283063,0.001833281,0.6998725236338565,0.001358937,0.9441666537889543
"matrices/8-reshape_2,4-transpose_4,2-cond_keep{restrict[1|1]}_4,2,4-broadcast{group[1]}_4,4-rots{main[0]out[1]second[1]}-4,4",0.001277706,0.002872022,0.44488029687794867,0.001344761,0.9501361208422908
